"","periodo","periodo_fecha","precios"
"15209","2022-2","1/02/2022",1.042e+09
"15210","2022-2","1/02/2022",318557120
"15211","2022-2","1/02/2022",98050000
"15212","2022-2","1/02/2022",168540000
"15213","2022-2","1/02/2022",450340000
"15214","2022-2","1/02/2022",332839000
"15215","2022-2","1/02/2022",205700477
"15216","2022-2","1/02/2022",527615000
"15217","2022-2","1/02/2022",5.83e+08
"15218","2022-2","1/02/2022",2462100000
"15219","2022-2","1/02/2022",2.6e+08
"15220","2022-2","1/02/2022",203616000
"15221","2022-2","1/02/2022",389171840
"15222","2022-2","1/02/2022",410238000
"15223","2022-2","1/02/2022",266700000
"15224","2022-2","1/02/2022",155985000
"15225","2022-2","1/02/2022",380550721
"15226","2022-2","1/02/2022",215245550
"15227","2022-2","1/02/2022",311597000
"15228","2022-2","1/02/2022",1.92e+08
"15229","2022-2","1/02/2022",416857196
"15230","2022-2","1/02/2022",405671698
"15231","2022-2","1/02/2022",146221519
"15232","2022-2","1/02/2022",366314123
"15233","2022-2","1/02/2022",325462720
"15234","2022-2","1/02/2022",97071000
"15235","2022-2","1/02/2022",142955000
"15236","2022-2","1/02/2022",403995322
"15237","2022-2","1/02/2022",817087170
"15238","2022-2","1/02/2022",431117873
"15239","2022-2","1/02/2022",332534209
"15240","2022-2","1/02/2022",457511208
"15241","2022-2","1/02/2022",347349000
"15242","2022-2","1/02/2022",175566000
"15243","2022-2","1/02/2022",3.21e+09
"15244","2022-2","1/02/2022",3.116e+09
"15245","2022-2","1/02/2022",1.551e+09
"15246","2022-2","1/02/2022",1.75e+08
"15247","2022-2","1/02/2022",2.3e+08
"15248","2022-2","1/02/2022",276281490
"15249","2022-2","1/02/2022",204700000
"15250","2022-2","1/02/2022",3.4e+08
"15251","2022-2","1/02/2022",121441000
"15252","2022-2","1/02/2022",1584397120
"15253","2022-2","1/02/2022",536935840
"15254","2022-2","1/02/2022",1.53e+08
"15255","2022-2","1/02/2022",560736000
"15256","2022-2","1/02/2022",653900000
"15257","2022-2","1/02/2022",1.34e+08
"15258","2022-2","1/02/2022",329039000
"15259","2022-2","1/02/2022",3e+08
"15260","2022-2","1/02/2022",3.5e+08
"15261","2022-2","1/02/2022",1289785054
"15262","2022-2","1/02/2022",854973387
"15263","2022-2","1/02/2022",3582441371
"15264","2022-2","1/02/2022",1.3e+09
"15265","2022-2","1/02/2022",2.4e+08
"15266","2022-2","1/02/2022",1.35e+08
"15267","2022-2","1/02/2022",1.8e+08
"15268","2022-2","1/02/2022",361950000
"15269","2022-2","1/02/2022",184982000
"15270","2022-2","1/02/2022",109668000
"15271","2022-2","1/02/2022",1.62e+09
"15272","2022-2","1/02/2022",1.32e+09
"15273","2022-2","1/02/2022",4.5e+08
"15274","2022-2","1/02/2022",1.4e+08
"15275","2022-2","1/02/2022",2.14e+08
"15276","2022-2","1/02/2022",433902000
"15277","2022-2","1/02/2022",8.9e+07
"15278","2022-2","1/02/2022",9.5e+07
"15279","2022-2","1/02/2022",391463000
"15280","2022-2","1/02/2022",404995322
"15281","2022-2","1/02/2022",1285892800
"15282","2022-2","1/02/2022",188521148
"15283","2022-2","1/02/2022",2.36e+08
"15284","2022-2","1/02/2022",562600000
"15285","2022-2","1/02/2022",567400000
"15286","2022-2","1/02/2022",372222759
"15287","2022-2","1/02/2022",436586358
"15288","2022-2","1/02/2022",499134909
"15289","2022-2","1/02/2022",3.07e+08
"15290","2022-2","1/02/2022",554649170
"15291","2022-2","1/02/2022",1.57e+08
"15292","2022-2","1/02/2022",313389000
"15293","2022-2","1/02/2022",2.2e+08
"15294","2022-2","1/02/2022",3.53e+08
"15295","2022-2","1/02/2022",339100000
"15296","2022-2","1/02/2022",377410000
"15297","2022-2","1/02/2022",162577000
"15298","2022-2","1/02/2022",149326902
"15299","2022-2","1/02/2022",314739909
"15300","2022-2","1/02/2022",168256000
"15301","2022-2","1/02/2022",299939999
"15302","2022-2","1/02/2022",150852000
"15303","2022-2","1/02/2022",211383480
"15304","2022-2","1/02/2022",478117000
"15305","2022-2","1/02/2022",132608000
"15306","2022-2","1/02/2022",629740000
"15307","2022-2","1/02/2022",1020500000
"15308","2022-2","1/02/2022",148630000
"15309","2022-2","1/02/2022",136114000
"15310","2022-2","1/02/2022",165500000
"15311","2022-2","1/02/2022",1.5e+08
"15312","2022-2","1/02/2022",532600000
"15313","2022-2","1/02/2022",4.41e+08
"15314","2022-2","1/02/2022",1.1e+09
"15315","2022-2","1/02/2022",124930000
"15316","2022-2","1/02/2022",79900000
"15317","2022-2","1/02/2022",1.48e+08
"15318","2022-2","1/02/2022",291643000
"15319","2022-2","1/02/2022",381868447
"15320","2022-2","1/02/2022",1501682000
"15321","2022-2","1/02/2022",484195493
"15322","2022-2","1/02/2022",4.29e+08
"15323","2022-2","1/02/2022",374845175
"15324","2022-2","1/02/2022",309419000
"15325","2022-2","1/02/2022",330107000
"15326","2022-2","1/02/2022",479053000
"15327","2022-2","1/02/2022",184600000
"15328","2022-2","1/02/2022",2.62e+08
"15329","2022-2","1/02/2022",302700000
"15330","2022-2","1/02/2022",6.1e+08
"15331","2022-2","1/02/2022",4.3e+08
"15332","2022-2","1/02/2022",1493909350
"15333","2022-2","1/02/2022",218676800
"15334","2022-2","1/02/2022",344054000
"15335","2022-2","1/02/2022",2.4e+08
"15336","2022-2","1/02/2022",2.57e+08
"15337","2022-2","1/02/2022",159640000
"15338","2022-2","1/02/2022",3.79e+08
"15339","2022-2","1/02/2022",1.05e+08
"15340","2022-2","1/02/2022",41150000
"15341","2022-2","1/02/2022",1158080000
"15342","2022-2","1/02/2022",322112920
"15343","2022-2","1/02/2022",1.32e+08
"15344","2022-2","1/02/2022",230440000
"15345","2022-2","1/02/2022",197600000
"15346","2022-2","1/02/2022",452235840
"15347","2022-2","1/02/2022",167951000
"15348","2022-2","1/02/2022",154446000
"15349","2022-2","1/02/2022",573718715
"15350","2022-2","1/02/2022",209472000
"15351","2022-2","1/02/2022",144500000
"15352","2022-2","1/02/2022",3.69e+08
"15353","2022-2","1/02/2022",500500000
"15354","2022-2","1/02/2022",547705706
"15355","2022-2","1/02/2022",169300000
"15356","2022-2","1/02/2022",517250000
"15357","2022-2","1/02/2022",2.5e+08
"15358","2022-2","1/02/2022",589550000
"15359","2022-2","1/02/2022",374227299
"15360","2022-2","1/02/2022",341600000
"15361","2022-2","1/02/2022",2.74e+08
"15362","2022-2","1/02/2022",376186000
"15363","2022-2","1/02/2022",2.22e+08
"15364","2022-2","1/02/2022",1.08e+08
"15365","2022-2","1/02/2022",154522000
"15366","2022-2","1/02/2022",341700000
"15367","2022-2","1/02/2022",516832000
"15368","2022-2","1/02/2022",358846000
"15369","2022-2","1/02/2022",144614000
"15370","2022-2","1/02/2022",3.99e+08
"15371","2022-2","1/02/2022",259047000
"15372","2022-2","1/02/2022",1.48e+08
"15373","2022-2","1/02/2022",2.37e+08
"15374","2022-2","1/02/2022",285568000
"15375","2022-2","1/02/2022",247360000
"15376","2022-2","1/02/2022",1484909000
"15377","2022-2","1/02/2022",967915500
"15378","2022-2","1/02/2022",3.01e+08
"15379","2022-2","1/02/2022",1083264000
"15380","2022-2","1/02/2022",1524406000
"15381","2022-2","1/02/2022",628556773
"15382","2022-2","1/02/2022",2.38e+08
"15383","2022-2","1/02/2022",327191000
"15384","2022-2","1/02/2022",204540000
"15385","2022-2","1/02/2022",192755000
"15386","2022-2","1/02/2022",211300000
"15387","2022-2","1/02/2022",235700000
"15388","2022-2","1/02/2022",4.6e+08
"15389","2022-2","1/02/2022",790600000
"15390","2022-2","1/02/2022",229300000
"15391","2022-2","1/02/2022",1.5e+08
"15392","2022-2","1/02/2022",149552000
"15393","2022-2","1/02/2022",337800000
"15394","2022-2","1/02/2022",112500000
"15395","2022-2","1/02/2022",4.7e+07
"15396","2022-2","1/02/2022",586197000
"15397","2022-2","1/02/2022",1167828900
"15398","2022-2","1/02/2022",4.29e+08
"15399","2022-2","1/02/2022",1.63e+08
"15400","2022-2","1/02/2022",1.05e+08
"15401","2022-2","1/02/2022",6.8e+08
"15402","2022-2","1/02/2022",9.31e+08
"15403","2022-2","1/02/2022",6.27e+08
"15404","2022-2","1/02/2022",9.9e+07
"15405","2022-2","1/02/2022",151823000
"15406","2022-2","1/02/2022",704442743
"15407","2022-2","1/02/2022",1053378887
"15408","2022-2","1/02/2022",759168800
"15409","2022-2","1/02/2022",830530200
"15410","2022-2","1/02/2022",713426000
"15411","2022-2","1/02/2022",3.51e+08
"15412","2022-2","1/02/2022",262818000
"15413","2022-2","1/02/2022",465614000
"15414","2022-2","1/02/2022",238611030
"15415","2022-2","1/02/2022",124900000
"15416","2022-2","1/02/2022",218700000
"15417","2022-2","1/02/2022",313300000
"15418","2022-2","1/02/2022",2.05e+08
"15419","2022-2","1/02/2022",3.42e+08
"15420","2022-2","1/02/2022",149243600
"15421","2022-2","1/02/2022",300864400
"15422","2022-2","1/02/2022",9e+07
"15423","2022-2","1/02/2022",209110000
"15424","2022-2","1/02/2022",1.66e+08
"15425","2022-2","1/02/2022",2.88e+08
"15426","2022-2","1/02/2022",3.43e+08
"15427","2022-2","1/02/2022",1.8e+08
"15428","2022-2","1/02/2022",1385641500
"15429","2022-2","1/02/2022",1155700000
"15430","2022-2","1/02/2022",916098000
"15431","2022-2","1/02/2022",165043500
"15432","2022-2","1/02/2022",450571535
"15433","2022-2","1/02/2022",244270000
"15434","2022-2","1/02/2022",341334000
"15435","2022-2","1/02/2022",260800000
"15436","2022-2","1/02/2022",2.33e+08
"15437","2022-2","1/02/2022",341600000
"15438","2022-2","1/02/2022",1.98e+08
"15439","2022-2","1/02/2022",123287000
"15440","2022-2","1/02/2022",126943000
"15441","2022-2","1/02/2022",361800000
"15442","2022-2","1/02/2022",4.5e+07
"15443","2022-2","1/02/2022",547163000
"15444","2022-2","1/02/2022",3.12e+08
"15445","2022-2","1/02/2022",532584000
"15446","2022-2","1/02/2022",501600000
"15447","2022-2","1/02/2022",1.35e+08
"15448","2022-2","1/02/2022",278222070
"15449","2022-2","1/02/2022",208010000
"15450","2022-2","1/02/2022",172111500
"15451","2022-2","1/02/2022",757900000
"15452","2022-2","1/02/2022",5.64e+08
"15453","2022-2","1/02/2022",121500000
"15454","2022-2","1/02/2022",320950000
"15455","2022-2","1/02/2022",1572621000
"15456","2022-2","1/02/2022",1695977430
"15457","2022-2","1/02/2022",177152000
"15458","2022-2","1/02/2022",2174850000
"15459","2022-2","1/02/2022",842548000
"15460","2022-2","1/02/2022",194862000
"15461","2022-2","1/02/2022",165500000
"15462","2022-2","1/02/2022",405305190
"15463","2022-2","1/02/2022",1088802000
"15464","2022-2","1/02/2022",527779276
"15465","2022-2","1/02/2022",553473036
"15466","2022-2","1/02/2022",366456000
"15467","2022-2","1/02/2022",311198000
"15468","2022-2","1/02/2022",2.12e+08
"15469","2022-2","1/02/2022",511722000
"15470","2022-2","1/02/2022",144800000
"15471","2022-2","1/02/2022",3.03e+08
"15472","2022-2","1/02/2022",175303000
"15473","2022-2","1/02/2022",367515000
"15474","2022-2","1/02/2022",1295750900
"15475","2022-2","1/02/2022",9.5e+07
"15476","2022-2","1/02/2022",285960781
"15477","2022-2","1/02/2022",1.64e+08
"15478","2022-2","1/02/2022",113305000
"15479","2022-2","1/02/2022",309700000
"15480","2022-2","1/02/2022",3.71e+08
"15481","2022-2","1/02/2022",2.02e+08
"15482","2022-2","1/02/2022",482030000
"15483","2022-2","1/02/2022",3.38e+08
"15484","2022-2","1/02/2022",1520693120
"15485","2022-2","1/02/2022",1.56e+09
"15486","2022-2","1/02/2022",285824000
"15487","2022-2","1/02/2022",4.55e+08
"15488","2022-2","1/02/2022",156750000
"15489","2022-2","1/02/2022",2.5e+08
"15490","2022-2","1/02/2022",5.5e+08
"15491","2022-2","1/02/2022",7.1e+07
"15492","2022-2","1/02/2022",155900000
"15493","2022-2","1/02/2022",393906000
"15494","2022-2","1/02/2022",118530000
"15495","2022-2","1/02/2022",138100000
"15496","2022-2","1/02/2022",125613609
"15497","2022-2","1/02/2022",633531756
"15498","2022-2","1/02/2022",533006227
"15499","2022-2","1/02/2022",238080000
"15500","2022-2","1/02/2022",227136000
"15501","2022-2","1/02/2022",1.31e+08
"15502","2022-2","1/02/2022",189046000
"15503","2022-2","1/02/2022",600100000
"15504","2022-2","1/02/2022",315441000
"15505","2022-2","1/02/2022",331470000
"15506","2022-2","1/02/2022",191985000
"15507","2022-2","1/02/2022",199800000
"15508","2022-2","1/02/2022",197500000
"15509","2022-2","1/02/2022",272600000
"15510","2022-2","1/02/2022",282200000
"15511","2022-2","1/02/2022",176391000
"15512","2022-2","1/02/2022",175566000
"15513","2022-2","1/02/2022",301735000
"15514","2022-2","1/02/2022",298669000
"15515","2022-2","1/02/2022",369269000
"15516","2022-2","1/02/2022",277437960
"15517","2022-2","1/02/2022",160944170
"15518","2022-2","1/02/2022",130784000
"15519","2022-2","1/02/2022",1.75e+08
"15520","2022-2","1/02/2022",587912000
"15521","2022-2","1/02/2022",1323800170
"15522","2022-2","1/02/2022",2.65e+08
"15523","2022-2","1/02/2022",150081000
"15524","2022-2","1/02/2022",3e+08
"15525","2022-2","1/02/2022",1167138000
"15526","2022-2","1/02/2022",1.14e+08
"15527","2022-2","1/02/2022",2.27e+09
"15528","2022-2","1/02/2022",7.7e+08
"15529","2022-2","1/02/2022",395021656
"15530","2022-2","1/02/2022",334846600
"15531","2022-2","1/02/2022",4.85e+08
"15532","2022-2","1/02/2022",680707500
"15533","2022-2","1/02/2022",736400000
"15534","2022-2","1/02/2022",417200000
"15535","2022-2","1/02/2022",3.44e+08
"15536","2022-2","1/02/2022",1698750000
"15537","2022-2","1/02/2022",168700000
"15538","2022-2","1/02/2022",1.7e+09
"15539","2022-2","1/02/2022",495630000
"15540","2022-2","1/02/2022",436683000
"15541","2022-2","1/02/2022",581584050
"15542","2022-2","1/02/2022",2.88e+08
"15543","2022-2","1/02/2022",331400000
"15544","2022-2","1/02/2022",199296298
"15545","2022-2","1/02/2022",426646000
"15546","2022-2","1/02/2022",270424000
"15547","2022-2","1/02/2022",642660000
"15548","2022-2","1/02/2022",4.25e+08
"15549","2022-2","1/02/2022",1195356000
"15550","2022-2","1/02/2022",1.07e+08
"15551","2022-2","1/02/2022",472540500
"15552","2022-2","1/02/2022",442662129
"15553","2022-2","1/02/2022",332571000
"15554","2022-2","1/02/2022",91085000
"15555","2022-2","1/02/2022",8.4e+07
"15556","2022-2","1/02/2022",2.35e+08
"15557","2022-2","1/02/2022",81767000
"15558","2022-2","1/02/2022",168500000
"15559","2022-2","1/02/2022",610500000
"15560","2022-2","1/02/2022",499395000
"15561","2022-2","1/02/2022",448264700
"15562","2022-2","1/02/2022",1.42e+08
"15563","2022-2","1/02/2022",151686000
"15564","2022-2","1/02/2022",394740000
"15565","2022-2","1/02/2022",3.42e+08
"15566","2022-2","1/02/2022",9e+07
"15567","2022-2","1/02/2022",357940000
"15568","2022-2","1/02/2022",4.2e+08
"15569","2022-2","1/02/2022",445152000
"15570","2022-2","1/02/2022",457976000
"15571","2022-2","1/02/2022",4.1e+08
"15572","2022-2","1/02/2022",271800000
"15573","2022-2","1/02/2022",6.45e+08
"15574","2022-2","1/02/2022",143700000
"15575","2022-2","1/02/2022",4.23e+08
"15576","2022-2","1/02/2022",297773200
"15577","2022-2","1/02/2022",551215000
"15578","2022-2","1/02/2022",1436906250
"15579","2022-2","1/02/2022",5.49e+08
"15580","2022-2","1/02/2022",7.8e+08
"15581","2022-2","1/02/2022",234675000
"15582","2022-2","1/02/2022",264266000
"15583","2022-2","1/02/2022",279734000
"15584","2022-2","1/02/2022",3.3e+08
"15585","2022-2","1/02/2022",2.3e+07
"15586","2022-2","1/02/2022",1.2e+09
"15587","2022-2","1/02/2022",9e+08
"15588","2022-2","1/02/2022",630600000
"15589","2022-2","1/02/2022",1430586000
"15590","2022-2","1/02/2022",1.02e+08
"15591","2022-2","1/02/2022",520501500
"15592","2022-2","1/02/2022",2.17e+08
"15593","2022-2","1/02/2022",382263603
"15594","2022-2","1/02/2022",572612730
"15595","2022-2","1/02/2022",1.35e+08
"15596","2022-2","1/02/2022",111501000
"15597","2022-2","1/02/2022",356800000
"15598","2022-2","1/02/2022",338304600
"15599","2022-2","1/02/2022",302560000
"15600","2022-2","1/02/2022",490159593
"15601","2022-2","1/02/2022",335908600
"15602","2022-2","1/02/2022",265799000
"15603","2022-2","1/02/2022",243858417
"15604","2022-2","1/02/2022",668484000
"15605","2022-2","1/02/2022",277496800
"15606","2022-2","1/02/2022",344066744
"15607","2022-2","1/02/2022",350718876
"15608","2022-2","1/02/2022",531492900
"15609","2022-2","1/02/2022",3.01e+08
"15610","2022-2","1/02/2022",1.171e+09
"15611","2022-2","1/02/2022",7.2e+08
"15612","2022-2","1/02/2022",3.89e+08
"15613","2022-2","1/02/2022",320980695
"15614","2022-2","1/02/2022",450704000
"15615","2022-2","1/02/2022",370142000
"15616","2022-2","1/02/2022",242100000
"15617","2022-2","1/02/2022",154570000
"15618","2022-2","1/02/2022",380692000
"15619","2022-2","1/02/2022",1867037250
"15620","2022-2","1/02/2022",692390750
"15621","2022-2","1/02/2022",139200000
"15622","2022-2","1/02/2022",7.52e+08
"15623","2022-2","1/02/2022",379900000
"15624","2022-2","1/02/2022",653957964
"15625","2022-2","1/02/2022",247961674
"15626","2022-2","1/02/2022",211424000
"15627","2022-2","1/02/2022",2.05e+08
"15628","2022-2","1/02/2022",3.49e+08
"15629","2022-2","1/02/2022",9.5e+07
"15630","2022-2","1/02/2022",660793000
"15631","2022-2","1/02/2022",338310509
"15632","2022-2","1/02/2022",442650000
"15633","2022-2","1/02/2022",215200000
"15634","2022-2","1/02/2022",232100000
"15635","2022-2","1/02/2022",9e+07
"15636","2022-2","1/02/2022",390188863
"15637","2022-2","1/02/2022",1266500000
"15638","2022-2","1/02/2022",603500000
"15639","2022-2","1/02/2022",1.64e+08
"15640","2022-2","1/02/2022",180045000
"15641","2022-2","1/02/2022",432810695
"15642","2022-2","1/02/2022",597097300
"15643","2022-2","1/02/2022",388648900
"15644","2022-2","1/02/2022",346826200
"15645","2022-2","1/02/2022",274637012
"15646","2022-2","1/02/2022",456200000
"15647","2022-2","1/02/2022",399540000
"15648","2022-2","1/02/2022",522159000
"15649","2022-2","1/02/2022",4.96e+08
"15650","2022-2","1/02/2022",473200000
"15651","2022-2","1/02/2022",3.8e+08
"15652","2022-2","1/02/2022",5.41e+08
"15653","2022-2","1/02/2022",8.61e+08
"15654","2022-2","1/02/2022",136800000
"15655","2022-2","1/02/2022",675295000
"15656","2022-2","1/02/2022",335153000
"15657","2022-2","1/02/2022",336100000
"15658","2022-2","1/02/2022",401666060
"15659","2022-2","1/02/2022",296761194
"15660","2022-2","1/02/2022",1.3e+08
"15661","2022-2","1/02/2022",7.7e+07
"15662","2022-2","1/02/2022",597870342
"15663","2022-2","1/02/2022",145203000
"15664","2022-2","1/02/2022",1.16e+09
"15665","2022-2","1/02/2022",9.4e+08
"15666","2022-2","1/02/2022",672230000
"15667","2022-2","1/02/2022",1489059000
"15668","2022-2","1/02/2022",1172636000
"15669","2022-2","1/02/2022",1149056000
"15670","2022-2","1/02/2022",1.32e+08
"15671","2022-2","1/02/2022",4.99e+08
"15672","2022-2","1/02/2022",213354000
"15673","2022-2","1/02/2022",800220000
"15674","2022-2","1/02/2022",518611000
"15675","2022-2","1/02/2022",396713780
"15676","2022-2","1/02/2022",391759000
"15677","2022-2","1/02/2022",99250000
"15678","2022-2","1/02/2022",278605133
"15679","2022-2","1/02/2022",429979272
"15680","2022-2","1/02/2022",366588000
"15681","2022-2","1/02/2022",190680569
"15682","2022-2","1/02/2022",494263650
"15683","2022-2","1/02/2022",382529000
"15684","2022-2","1/02/2022",349859416
"15685","2022-2","1/02/2022",530899200
"15686","2022-2","1/02/2022",696387700
"15687","2022-2","1/02/2022",1.42e+08
"15688","2022-2","1/02/2022",3.17e+08
"15689","2022-2","1/02/2022",9e+07
"15690","2022-2","1/02/2022",953700000
"15691","2022-2","1/02/2022",418787000
"15692","2022-2","1/02/2022",370877500
"15693","2022-2","1/02/2022",3.34e+08
"15694","2022-2","1/02/2022",4.58e+08
"15695","2022-2","1/02/2022",527482000
"15696","2022-2","1/02/2022",370740000
"15697","2022-2","1/02/2022",747993500
"15698","2022-2","1/02/2022",3.71e+08
"15699","2022-2","1/02/2022",2.9e+07
"15700","2022-2","1/02/2022",564737000
"15701","2022-2","1/02/2022",165625000
"15702","2022-2","1/02/2022",93499000
"15703","2022-2","1/02/2022",1405061750
"15704","2022-2","1/02/2022",235690000
"15705","2022-2","1/02/2022",255437000
"15706","2022-2","1/02/2022",225076000
"15707","2022-2","1/02/2022",504784281
"15708","2022-2","1/02/2022",615471283
"15709","2022-2","1/02/2022",179400000
"15710","2022-2","1/02/2022",138900000
"15711","2022-2","1/02/2022",262188789
"15712","2022-2","1/02/2022",520289101
"15713","2022-2","1/02/2022",5.6e+07
"15714","2022-2","1/02/2022",4.8e+07
"15715","2022-2","1/02/2022",1178900000
"15716","2022-2","1/02/2022",1233804000
"15717","2022-2","1/02/2022",247988000
"15718","2022-2","1/02/2022",343694000
"15719","2022-2","1/02/2022",139725000
"15720","2022-2","1/02/2022",342404000
"15721","2022-2","1/02/2022",475600896
"15722","2022-2","1/02/2022",3.16e+08
"15723","2022-2","1/02/2022",314500000
"15724","2022-2","1/02/2022",297500000
"15725","2022-2","1/02/2022",994500000
"15726","2022-2","1/02/2022",317662000
"15727","2022-2","1/02/2022",445219000
"15728","2022-2","1/02/2022",363132000
"15729","2022-2","1/02/2022",140281000
"15730","2022-2","1/02/2022",592120000
"15731","2022-2","1/02/2022",400653223
"15732","2022-2","1/02/2022",4.94e+08
"15733","2022-2","1/02/2022",4.36e+08
"15734","2022-2","1/02/2022",3.53e+08
"15735","2022-2","1/02/2022",633995000
"15736","2022-2","1/02/2022",406505000
"15737","2022-2","1/02/2022",155563000
"15738","2022-2","1/02/2022",355500000
"15739","2022-2","1/02/2022",2.79e+08
"15740","2022-2","1/02/2022",258671000
"15741","2022-2","1/02/2022",324144000
"15742","2022-2","1/02/2022",301998000
"15743","2022-2","1/02/2022",205600000
"15744","2022-2","1/02/2022",384279857
"15745","2022-2","1/02/2022",289630000
"15746","2022-2","1/02/2022",1.12e+08
"15747","2022-2","1/02/2022",2218902000
"15748","2022-2","1/02/2022",4.47e+08
"15749","2022-2","1/02/2022",617881600
"15750","2022-2","1/02/2022",594980000
"15751","2022-2","1/02/2022",3.15e+08
"15752","2022-2","1/02/2022",354311000
"15753","2022-2","1/02/2022",3.29e+08
"15754","2022-2","1/02/2022",343365660
"15755","2022-2","1/02/2022",1.665e+09
"15756","2022-2","1/02/2022",233148000
"15757","2022-2","1/02/2022",2.67e+08
"15758","2022-2","1/02/2022",261344000
"15759","2022-2","1/02/2022",333173328
"15760","2022-2","1/02/2022",441120000
"15761","2022-2","1/02/2022",327904474
"15762","2022-2","1/02/2022",553122081
"15763","2022-2","1/02/2022",748334746
"15764","2022-2","1/02/2022",427923628
"15765","2022-2","1/02/2022",151686000
"15766","2022-2","1/02/2022",1.42e+08
"15767","2022-2","1/02/2022",373320000
"15768","2022-2","1/02/2022",451200000
"15769","2022-2","1/02/2022",4.3e+08
"15770","2022-2","1/02/2022",547137000
"15771","2022-2","1/02/2022",778061000
"15772","2022-2","1/02/2022",940725000
"15773","2022-2","1/02/2022",4.83e+08
"15774","2022-2","1/02/2022",200880000
"15775","2022-2","1/02/2022",1888125000
"15776","2022-2","1/02/2022",955999000
"15777","2022-2","1/02/2022",1280785118
"15778","2022-2","1/02/2022",3.04e+08
"15779","2022-2","1/02/2022",315184000
"15780","2022-2","1/02/2022",126814080
"15781","2022-2","1/02/2022",912004000
"15782","2022-2","1/02/2022",298174000
"15783","2022-2","1/02/2022",339738000
"15784","2022-2","1/02/2022",1.29e+08
"15785","2022-2","1/02/2022",310240000
"15786","2022-2","1/02/2022",3.26e+08
"15787","2022-2","1/02/2022",3.79e+08
"15788","2022-2","1/02/2022",362897000
"15789","2022-2","1/02/2022",306824000
"15790","2022-2","1/02/2022",1092960000
"15791","2022-2","1/02/2022",465940491
"15792","2022-2","1/02/2022",395919328
"15793","2022-2","1/02/2022",3.83e+08
"15794","2022-2","1/02/2022",1.14e+08
"15795","2022-2","1/02/2022",432810695
"15796","2022-2","1/02/2022",519721300
"15797","2022-2","1/02/2022",735538510
"15798","2022-2","1/02/2022",151686000
"15799","2022-2","1/02/2022",328285214
"15800","2022-2","1/02/2022",1.015e+09
"15801","2022-2","1/02/2022",431200000
"15802","2022-2","1/02/2022",419780000
"15803","2022-2","1/02/2022",1494220000
"15804","2022-2","1/02/2022",1941567000
"15805","2022-2","1/02/2022",291180153
"15806","2022-2","1/02/2022",3.96e+08
"15807","2022-2","1/02/2022",155563000
"15808","2022-2","1/02/2022",7.18e+08
"15809","2022-2","1/02/2022",656137500
"15810","2022-2","1/02/2022",2080750000
"15811","2022-2","1/02/2022",1294739707
"15812","2022-2","1/02/2022",227150000
"15813","2022-2","1/02/2022",276200000
"15814","2022-2","1/02/2022",344941275
"15815","2022-2","1/02/2022",2e+08
"15816","2022-2","1/02/2022",423600000
"15817","2022-2","1/02/2022",2.95e+08
"15818","2022-2","1/02/2022",1.38e+08
"15819","2022-2","1/02/2022",4.8e+07
"15820","2022-2","1/02/2022",3.51e+08
"15821","2022-2","1/02/2022",1.05e+08
"15822","2022-2","1/02/2022",431078000
"15823","2022-2","1/02/2022",693343000
"15824","2022-2","1/02/2022",4.46e+08
"15825","2022-2","1/02/2022",2.88e+08
"15826","2022-2","1/02/2022",366122847
"15827","2022-2","1/02/2022",3.54e+08
"15828","2022-2","1/02/2022",418099000
"15829","2022-2","1/02/2022",2.15e+08
"15830","2022-2","1/02/2022",1541007000
"15831","2022-2","1/02/2022",353700000
"15832","2022-2","1/02/2022",178101000
"15833","2022-2","1/02/2022",664383800
"15834","2022-2","1/02/2022",389369500
"15835","2022-2","1/02/2022",650208078
"15836","2022-2","1/02/2022",516004278
"15837","2022-2","1/02/2022",622710000
"15838","2022-2","1/02/2022",448264700
"15839","2022-2","1/02/2022",353236089
"15840","2022-2","1/02/2022",951640000
"15841","2022-2","1/02/2022",281415000
"15842","2022-2","1/02/2022",2548825000
"15843","2022-2","1/02/2022",152426000
"15844","2022-2","1/02/2022",185200000
"15845","2022-2","1/02/2022",707588568
"15846","2022-2","1/02/2022",371049000
"15847","2022-2","1/02/2022",343349000
"15848","2022-2","1/02/2022",589954000
"15849","2022-2","1/02/2022",4.85e+08
"15850","2022-2","1/02/2022",189500000
"15851","2022-2","1/02/2022",193792000
"15852","2022-2","1/02/2022",2.7e+07
"15853","2022-2","1/02/2022",1.75e+08
"15854","2022-2","1/02/2022",29988000
"15855","2022-2","1/02/2022",203300000
"15856","2022-2","1/02/2022",2.49e+08
"15857","2022-2","1/02/2022",3.15e+08
"15858","2022-2","1/02/2022",203621481
"15859","2022-2","1/02/2022",210877500
"15860","2022-2","1/02/2022",5.16e+08
"15861","2022-2","1/02/2022",517040000
"15862","2022-2","1/02/2022",185200000
"15863","2022-2","1/02/2022",4.75e+08
"15864","2022-2","1/02/2022",5.87e+08
"15865","2022-2","1/02/2022",114200000
"15866","2022-2","1/02/2022",599843000
"15867","2022-2","1/02/2022",8.15e+08
"15868","2022-2","1/02/2022",1.4e+08
"15869","2022-2","1/02/2022",150699450
"15870","2022-2","1/02/2022",334700000
"15871","2022-2","1/02/2022",612488000
"15872","2022-2","1/02/2022",228815000
"15873","2022-2","1/02/2022",511406500
"15874","2022-2","1/02/2022",508072000
"15875","2022-2","1/02/2022",439086000
"15876","2022-2","1/02/2022",385355000
